vehicle_age,km_driven,mileage,engine,max_power,seats,selling_price,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,fuel_type_CNG,fuel_type_Diesel,fuel_type_LPG,fuel_type_Petrol,transmission_type_Automatic,transmission_type_Manual
8,52000,28.4,1248,74.02,5,395000,1,0,0,0,1,0,0,0,1
5,50000,15,1598,103.52,5,570000,1,0,0,0,0,0,1,0,1
10,66000,16,1198,90,5,325000,1,0,0,0,0,0,1,0,1
11,90000,23,1396,90,5,310000,0,1,0,0,1,0,0,0,1
6,59000,15.1,1196,73,7,365000,1,0,0,0,0,0,1,0,1
9,40000,16.95,1197,78.9,5,335000,1,0,0,0,0,0,1,1,0
5,100000,23.9,1582,126.2,5,700000,0,1,0,0,1,0,0,0,1
5,90000,22.54,1396,88.73,5,540000,0,1,0,0,1,0,0,0,1
4,7000,18.9,1197,82,5,490000,0,1,0,0,0,0,1,0,1
4,80000,24.3,1248,88.5,5,830000,0,1,0,0,1,0,0,0,1
6,56562,25.2,1248,74,5,540000,1,0,0,0,1,0,0,0,1
3,25000,22,1197,81.8,5,550000,0,1,0,0,0,0,1,0,1
6,46000,16.47,1198,74,5,491000,1,0,0,0,0,0,1,0,1
6,36681,20.73,1373,91.1,5,611000,1,0,0,0,0,0,1,0,1
5,80000,13,1591,121.3,5,925000,1,0,0,0,0,0,1,0,1
5,22756,21.79,998,67.05,5,421000,1,0,0,0,0,0,1,0,1
15,80000,19.7,796,46.3,5,60000,0,1,0,0,0,0,1,0,1
6,27000,15,1598,103.6,5,525000,1,0,0,0,0,0,1,0,1
3,55373,22.54,1396,88.73,5,750000,1,0,0,0,1,0,0,0,1
3,22000,22.1,1396,88.7,5,1015000,1,0,0,0,1,0,0,0,1
8,80000,20.77,1248,88.8,7,711000,1,0,0,0,1,0,0,0,1
9,120000,19.3,1248,73.9,5,460000,0,1,0,0,1,0,0,0,1
7,63000,23.4,1248,74,5,595000,1,0,0,0,1,0,0,0,1
3,35000,26.32,1498,93.87,5,755000,1,0,0,0,1,0,0,0,1
5,64850,21.94,1196,61.7,5,320000,0,1,0,1,0,0,0,0,1
4,48000,18.6,1197,81.83,5,600000,1,0,0,0,0,0,1,0,1
10,58222,22.32,1582,126.32,5,421000,1,0,0,0,1,0,0,0,1
13,30008,19.7,796,46.3,5,175000,1,0,0,0,0,0,1,0,1
3,10398,27.39,1248,74,5,840000,1,0,0,0,1,0,0,0,1
5,90000,20.85,1197,83.14,5,550000,0,1,0,0,0,0,1,0,1
4,30000,18.9,1197,81.86,5,480000,0,1,0,0,0,0,1,0,1
8,64308,18,1582,126.2,5,485000,1,0,0,0,1,0,0,1,0
11,53503,19.7,796,46.3,5,175000,1,0,0,0,0,0,1,0,1
7,24835,17.43,1396,105.5,5,575000,0,0,1,0,0,0,1,0,1
4,14000,20.4,1197,81.8,5,500000,1,0,0,0,0,0,1,0,1
6,48623,17.8,1498,119.35,5,670000,1,0,0,0,0,0,1,0,1
7,96000,28.4,1248,74,5,490000,1,0,0,0,1,0,0,0,1
3,23000,18.6,1197,81.83,5,751000,1,0,0,0,0,0,1,0,1
9,88500,22.32,1582,126.32,5,550000,1,0,0,0,1,0,0,0,1
4,11500,23.84,1199,83.83,5,535000,1,0,0,0,0,0,1,1,0
6,29500,15.63,1499,110.4,5,655000,1,0,0,0,0,0,1,1,0
4,51952,20.14,1498,88,5,750000,1,0,0,0,1,0,0,0,1
3,5000,23.84,1199,84,5,565000,1,0,0,0,0,0,1,0,1
10,9000,19.7,796,46.3,5,160000,1,0,0,0,0,0,1,0,1
11,34000,17,1497,118,5,325000,1,0,0,0,0,0,1,0,1
7,41000,18.5,1197,80,5,385000,1,0,0,0,0,0,1,0,1
4,7489,19.6,1461,108.45,5,900000,0,1,0,0,1,0,0,0,1
3,41000,19.12,1373,91.1,5,895000,1,0,0,0,0,0,1,1,0
5,53085,24.3,1248,88.5,5,825000,1,0,0,0,1,0,0,0,1
7,44000,17,1197,80,5,535000,1,0,0,0,0,0,1,0,1
10,84000,15.04,1598,103.6,5,260000,1,0,0,0,0,0,1,0,1
4,49000,17.21,1197,103.6,5,695000,1,0,0,0,0,0,1,1,0
15,55000,16.1,1197,85,5,145000,1,0,0,0,0,0,1,0,1
2,10000,20,999,72,7,660000,0,1,0,0,0,0,1,0,1
9,90339,16.02,1373,93.7,7,495000,1,0,0,0,0,0,1,0,1
5,14000,18.9,1197,82,5,495000,0,1,0,0,0,0,1,0,1
8,69000,15,1598,105,5,325000,1,0,0,0,0,0,1,0,1
15,89000,17.7,1497,78,5,113000,0,1,0,0,0,0,1,0,1
3,26000,19.08,1582,126.2,5,1245000,1,0,0,0,1,0,0,1,0
7,59200,16.93,1197,103.2,5,540000,1,0,0,0,0,0,1,1,0
3,35000,23.95,998,67.1,5,350000,0,1,0,0,0,0,1,0,1
4,21900,19.56,1197,81.8,5,700000,1,0,0,0,0,0,1,1,0
6,43206,20.85,1197,83.14,5,480000,1,0,0,0,0,0,1,0,1
7,43000,16.47,1198,73.9,5,479000,1,0,0,0,0,0,1,0,1
4,77000,21.38,1396,88.7,5,1100000,0,1,0,0,1,0,0,0,1
3,27000,25.6,1498,97.9,5,1175000,0,1,0,0,1,0,0,0,1
12,50250,15,1396,100,5,299000,1,0,0,0,0,0,1,1,0
4,52532,23.84,1199,84,5,450000,1,0,0,0,0,0,1,0,1
6,12000,18.6,1197,81.83,5,625000,1,0,0,0,0,0,1,0,1
3,15235,23.01,999,67,5,410000,1,0,0,0,0,0,1,0,1
8,49000,18.5,1197,82.85,5,500000,1,0,0,0,0,0,1,0,1
7,39000,18,1497,117.3,5,695000,1,0,0,0,0,0,1,1,0
8,30000,15,1598,103.52,5,395000,1,0,0,0,0,0,1,0,1
11,92000,17,1497,118,5,300000,1,0,0,0,0,0,1,0,1
14,60000,16.1,1298,88.2,5,149000,0,1,0,0,0,0,1,0,1
3,29500,21.21,1197,81.8,5,745000,1,0,0,0,0,0,1,1,0
6,17000,23.95,998,67.1,5,320000,1,0,0,0,0,0,1,0,1
4,20966,25.17,799,53.3,5,349000,1,0,0,0,0,0,1,0,1
7,59864,18.7,1896,66,5,1100000,1,0,0,0,1,0,0,0,1
6,31298,19,1199,88.7,5,590000,1,0,0,0,0,0,1,1,0
4,13000,28.09,1248,88.5,5,885000,1,0,0,0,1,0,0,0,1
8,59000,23.5,1396,88.7,5,490000,1,0,0,0,1,0,0,0,1
11,78000,17,1197,80,5,371000,1,0,0,0,0,0,1,0,1
11,45000,15.6,1196,70,5,169000,1,0,0,0,0,0,1,0,1
4,39000,17.5,1373,91.1,7,775000,1,0,0,0,0,0,1,0,1
2,4800,20.3,1086,68,5,530000,0,1,0,0,0,0,1,0,1
6,21000,18,1198,86.7,5,435000,1,0,0,0,0,0,1,0,1
4,55001,23.1,998,67.04,5,485000,1,0,0,0,0,0,1,1,0
7,100000,25.8,1498,98.6,5,550000,0,1,0,0,1,0,0,0,1
4,39400,31.79,998,58.2,5,475000,1,0,0,1,0,0,0,0,1
2,3000,18.6,1197,81.83,5,600000,0,1,0,0,0,0,1,0,1
2,5000,25.17,799,53.3,5,350000,0,1,0,0,0,0,1,0,1
5,56436,18,1497,117.3,5,825000,0,0,1,0,0,0,1,1,0
4,18000,20.51,998,67.04,5,475000,1,0,0,0,0,0,1,0,1
8,39000,20.77,1248,88.8,7,640000,0,1,0,0,1,0,0,0,1
3,20000,25.17,799,53.3,5,365000,1,0,0,0,0,0,1,0,1
4,25000,24.29,1498,99,5,650000,0,1,0,0,1,0,0,0,1
9,66259,21.9,1396,90,5,435000,1,0,0,0,1,0,0,0,1
8,57239,18,1198,86.7,5,425000,1,0,0,0,0,0,1,0,1
4,45000,17.4,1497,117.6,5,715000,1,0,0,0,0,0,1,0,1
8,65000,22.32,1582,126.3,5,540000,1,0,0,0,1,0,0,0,1
4,54552,20.73,1373,91.1,5,675000,1,0,0,0,0,0,1,0,1
5,110000,16.2,1199,74,5,525000,1,0,0,0,0,0,1,0,1
9,59000,19.81,1086,68.05,5,275000,1,0,0,0,0,0,1,0,1
6,96000,26.59,1248,74,5,450000,0,1,0,0,1,0,0,0,1
4,41000,18.9,1197,82,5,520000,1,0,0,0,0,0,1,0,1
6,65000,25.83,1498,99,5,490000,1,0,0,0,1,0,0,0,1
8,51112,15.5,1198,86.7,5,295000,1,0,0,0,0,0,1,1,0
4,24900,13,1591,121.3,5,1085000,1,0,0,0,0,0,1,1,0
2,20000,17,1591,121.3,5,1025000,0,1,0,0,0,0,1,0,1
3,20613,24.3,1248,88.5,5,975000,1,0,0,0,1,0,0,1,0
3,42000,17.5,1373,80.46,7,875000,1,0,0,1,0,0,0,0,1
11,78000,19.3,1248,73.9,5,310000,1,0,0,0,1,0,0,0,1
2,11000,20.89,1197,81.8,5,640000,1,0,0,0,0,0,1,1,0
3,29500,23,1498,98.96,5,950000,1,0,0,0,1,0,0,0,1
7,26000,26,1498,98.6,5,590000,1,0,0,0,1,0,0,0,1
3,9500,20.3,1199,84,5,575000,1,0,0,0,0,0,1,1,0
2,20000,26.59,1248,74,5,816000,1,0,0,0,1,0,0,0,1
5,20000,16.2,1199,74,5,550000,1,0,0,0,0,0,1,0,1
10,80000,19.3,1248,73.9,5,360000,1,0,0,0,1,0,0,0,1
6,94870,24,1120,70,5,485000,1,0,0,0,1,0,0,0,1
5,20200,25.32,1198,77,5,435000,1,0,0,0,1,0,0,0,1
2,18000,22.54,1396,88.76,5,800000,1,0,0,0,1,0,0,0,1
6,49000,21.21,1498,103.2,5,695000,1,0,0,0,1,0,0,1,0
4,25649,21.5,1197,81.8,5,470000,1,0,0,0,0,0,1,1,0
7,63000,18.88,999,123.37,5,535000,1,0,0,0,0,0,1,0,1
5,15000,19.81,1086,68.05,5,390000,0,1,0,0,0,0,1,0,1
2,4000,14.23,1498,104.55,5,890000,1,0,0,0,0,0,1,0,1
4,38000,24.3,1248,88.5,5,800000,1,0,0,0,1,0,0,0,1
6,23000,18.6,1197,81.83,5,565000,1,0,0,0,0,0,1,0,1
10,58000,16,1198,90,5,325000,1,0,0,0,0,0,1,0,1
7,44000,18.5,1197,82.85,5,380000,1,0,0,0,0,0,1,0,1
3,15210,21.21,1197,81.8,5,785000,1,0,0,0,0,0,1,1,0
5,75225,25.8,1498,98.6,5,580000,1,0,0,0,1,0,0,0,1
2,10787,21.7,1498,98.96,5,1050000,1,0,0,0,1,0,0,0,1
7,66250,23.26,1197,88.5,5,440000,1,0,0,0,0,0,1,0,1
4,28900,17.01,1591,121.3,5,865000,1,0,0,0,0,0,1,0,1
4,40000,17.03,1373,91.1,7,780000,0,1,0,0,0,0,1,1,0
3,25000,25.17,799,53.3,5,330000,0,1,0,0,0,0,1,0,1
5,30000,27.39,1248,74,5,700000,0,1,0,0,1,0,0,0,1
5,29500,20.63,1198,67,5,310000,0,1,0,0,0,0,1,0,1
4,77900,24.2,1498,93.87,7,875000,1,0,0,0,1,0,0,0,1
8,43000,18.9,1197,82,5,355000,0,1,0,0,0,0,1,0,1
5,18000,18.6,1197,81.83,5,630000,1,0,0,0,0,0,1,0,1
10,105000,22.07,1199,73.9,5,315000,1,0,0,0,1,0,0,0,1
7,70000,19.1,1197,85.8,5,425000,0,1,0,0,0,0,1,0,1
2,40000,25.17,799,53.3,5,325000,0,1,0,0,0,0,1,0,1
5,40000,25.17,799,53.3,5,220000,0,1,0,0,0,0,1,0,1
5,42000,20.51,998,67,5,445000,1,0,0,0,0,0,1,1,0
4,80000,19.87,1461,83.8,5,525000,0,1,0,0,1,0,0,0,1
6,73000,15.29,1591,121.3,5,790000,1,0,0,0,0,0,1,0,1
5,5301,18.9,1197,82,5,585000,0,0,1,0,0,0,1,1,0
3,90000,20.3,1199,84,5,400000,0,1,0,0,0,0,1,0,1
2,4000,17,1197,108.6,5,890000,0,1,0,0,0,0,1,0,1
6,61500,20.14,1498,88.8,5,475000,1,0,0,0,1,0,0,0,1
3,30000,23.84,1199,84,5,450000,0,1,0,0,0,0,1,0,1
6,36000,23.1,998,67.04,5,430000,1,0,0,0,0,0,1,1,0
5,22000,18.7,1199,88.7,5,575000,1,0,0,0,0,0,1,0,1
4,53958,18.23,1582,126.2,5,1370000,1,0,0,0,1,0,0,1,0
15,83000,19.7,796,46.3,5,95000,1,0,0,0,0,0,1,0,1
10,113000,20,1399,68,5,290000,1,0,0,0,1,0,0,0,1
3,40000,21.56,1462,103.25,5,850000,0,1,0,0,0,0,1,0,1
3,31000,14.3,1598,103.52,5,760000,1,0,0,0,0,0,1,1,0
9,90100,22.07,1199,73.9,5,375000,1,0,0,0,1,0,0,0,1
3,47000,28.4,1248,74,5,800000,1,0,0,0,1,0,0,0,1
6,56000,18,1497,117.3,5,771000,1,0,0,0,0,0,1,1,0
6,75911,22.7,1498,89.84,5,690000,1,0,0,0,1,0,0,0,1
6,70000,19.3,1248,73.9,5,570000,1,0,0,0,1,0,0,0,1
8,38100,20.36,1197,78.9,5,340000,1,0,0,0,0,0,1,0,1
8,35000,18.6,1197,81.83,5,418000,1,0,0,0,0,0,1,0,1
3,30892,25.5,1498,98.6,5,975000,1,0,0,0,1,0,0,0,1
3,80000,27.39,1248,74,5,700000,0,1,0,0,1,0,0,0,1
3,26000,24.7,1047,69,5,680000,0,1,0,0,1,0,0,0,1
5,47233,23.95,998,67.1,5,300000,1,0,0,0,0,0,1,1,0
17,58000,19.7,796,46.3,5,111000,1,0,0,0,0,0,1,0,1
9,70000,22.07,1199,73.9,5,385000,1,0,0,0,1,0,0,0,1
6,32000,20.85,1197,83.14,5,590000,1,0,0,0,0,0,1,0,1
13,78000,17.5,1298,85.8,5,250000,1,0,0,0,0,0,1,0,1
6,8403,15.37,1196,73,5,345000,1,0,0,0,0,0,1,0,1
6,95000,25.1,1498,98.6,5,600000,0,1,0,0,1,0,0,0,1
4,73338,17.5,1373,80.46,7,800000,1,0,0,1,0,0,0,0,1
2,11000,17,1497,118,5,755000,1,0,0,0,0,0,1,0,1
5,19000,22.3,799,53.26,5,324000,1,0,0,0,0,0,1,0,1
2,12705,21.01,1197,81.8,5,775000,1,0,0,0,0,0,1,0,1
9,32000,18.5,1197,80,5,350000,1,0,0,0,0,0,1,0,1
10,58000,20.36,1197,78.9,5,270000,1,0,0,0,0,0,1,0,1
3,18500,14.19,1498,104.5,5,730000,0,1,0,0,0,0,1,0,1
7,42000,18.6,1197,81.83,5,485000,1,0,0,0,0,0,1,0,1
11,76400,20,1399,68,5,221000,1,0,0,0,1,0,0,0,1
7,48148,20.77,1248,88.76,7,750000,1,0,0,0,1,0,0,0,1
7,62051,20.14,1498,88.8,5,435000,1,0,0,0,1,0,0,0,1
11,35000,16.11,1196,72.42,5,250000,1,0,0,0,0,0,1,0,1
7,68000,15.11,1598,103.6,5,485000,1,0,0,0,1,0,0,0,1
8,10000,19.1,1197,85.8,5,475000,1,0,0,0,0,0,1,0,1
6,20000,20.73,1373,91.1,5,700000,0,1,0,0,0,0,1,0,1
5,14000,18.16,1196,86.8,5,540000,1,0,0,0,0,0,1,0,1
7,90000,25.8,1498,98.6,5,375000,0,1,0,0,1,0,0,0,1
14,77034,16.9,1497,100,5,230000,1,0,0,0,0,0,1,0,1
5,21200,22.3,799,53.26,5,345000,1,0,0,0,0,0,1,0,1
3,50000,26.6,998,58.16,5,434000,0,1,0,1,0,0,0,0,1
11,36704,18.6,1197,81.83,5,280000,1,0,0,0,0,0,1,0,1
4,35092,21.01,1197,81.8,5,545000,1,0,0,0,0,0,1,0,1
7,41000,17.01,1591,121.3,5,559000,1,0,0,0,0,0,1,0,1
4,45000,17.5,1373,91.1,7,760000,1,0,0,0,0,0,1,0,1
2,2277,15.5,1198,86.7,5,800000,1,0,0,0,0,0,1,1,0
18,40000,13,1493,100,0,115000,0,1,0,0,0,0,1,0,1
10,40000,22.9,1248,74,5,300000,1,0,0,0,1,0,0,0,1
5,8000,22,1197,81.8,5,475000,1,0,0,0,0,0,1,0,1
4,40011,25.5,1498,98.6,5,799000,1,0,0,0,1,0,0,0,1
5,110000,22.15,1498,108.6,5,650000,0,1,0,0,1,0,0,1,0
6,37782,16.93,1197,103.2,5,555000,1,0,0,0,0,0,1,1,0
10,68000,23,1396,90,5,325000,1,0,0,0,1,0,0,0,1
5,41001,18.16,1196,86.8,5,450000,1,0,0,0,0,0,1,0,1
10,66000,20,1399,68.05,5,255000,1,0,0,0,1,0,0,0,1
6,67000,20.85,1197,83.14,5,575000,1,0,0,0,0,0,1,0,1
4,84900,17.5,1373,91.1,7,800000,1,0,0,0,0,0,1,0,1
7,59000,20.5,1598,103.5,5,475000,1,0,0,0,1,0,0,0,1
5,23000,20.52,1197,81.8,5,430000,1,0,0,0,0,0,1,1,0
6,23000,18.9,1197,82,5,525000,0,1,0,0,0,0,1,0,1
9,17000,20.92,998,67.1,5,180000,0,1,0,0,0,0,1,0,1
4,26000,21.4,1197,83.1,5,850000,0,1,0,0,0,0,1,1,0
6,80900,22.15,1498,108.6,5,710000,1,0,0,0,1,0,0,1,0
10,70250,22.07,1199,73.9,5,299000,1,0,0,0,1,0,0,0,1
4,49000,23.9,1582,126.2,5,949000,1,0,0,0,1,0,0,0,1
11,28000,14,1061,64,5,250000,1,0,0,0,0,0,1,0,1
3,27000,21.5,1497,108.5,5,751000,1,0,0,0,1,0,0,0,1
11,77250,16.8,1497,118,5,349000,1,0,0,0,0,0,1,1,0
6,48000,32.52,998,58.33,5,365000,1,0,0,1,0,0,0,0,1
7,39000,21.94,1196,61.7,5,365000,1,0,0,1,0,0,0,0,1
5,60000,17.21,1197,103.5,5,690000,1,0,0,0,0,0,1,1,0
5,40003,14.7,1496,120.69,5,670000,1,0,0,0,0,0,1,1,0
3,40737,22.74,796,47.3,5,325000,1,0,0,0,0,0,1,0,1
7,120000,19.5,1582,126.24,5,900000,0,1,0,0,1,0,0,1,0
5,50000,26,1498,98.6,5,850000,0,1,0,0,1,0,0,0,1
5,70000,24,1120,70,5,450000,0,1,0,0,1,0,0,0,1
3,17000,28.09,1248,88.5,5,900000,0,1,0,0,1,0,0,0,1
5,59000,18.6,1197,81.83,5,650000,1,0,0,0,0,0,1,0,1
4,43000,28.09,1248,88.5,5,850000,1,0,0,0,1,0,0,0,1
7,50250,16.5,1499,110,5,621000,1,0,0,0,0,0,1,1,0
3,23150,20.73,1373,91.1,5,775000,1,0,0,0,0,0,1,0,1
6,19000,18.6,1197,85.8,5,511000,1,0,0,0,0,0,1,0,1
7,45000,16.5,1493,70,7,635000,1,0,0,0,1,0,0,0,1
2,37095,24.3,1248,88.5,5,895000,1,0,0,0,1,0,0,0,1
6,45235,18.6,1197,81.83,5,630000,1,0,0,0,0,0,1,0,1
4,31700,22.15,1498,108.6,5,900000,1,0,0,0,1,0,0,1,0
3,24812,25.47,1248,88.5,7,950000,1,0,0,0,1,0,0,0,1
6,62000,15.1,1196,73,5,295000,1,0,0,1,0,0,0,0,1
5,75000,19.08,1582,126.2,5,650000,1,0,0,0,1,0,0,1,0
2,10000,21.21,1197,81.8,5,600000,0,1,0,0,0,0,1,0,1
12,22000,19.7,796,46.3,5,140000,0,1,0,0,0,0,1,0,1
6,78000,26,1498,98.6,5,651000,1,0,0,0,1,0,0,0,1
8,14000,17.01,1591,121.4,5,575000,1,0,0,0,0,0,1,1,0
5,32302,18,1497,117.3,5,875000,1,0,0,0,0,0,1,1,0
6,46023,26.59,1248,74,5,575000,1,0,0,0,1,0,0,0,1
4,28596,17.5,1373,91.1,7,775000,1,0,0,0,0,0,1,0,1
10,54688,16.1,1197,85,5,300000,1,0,0,0,0,0,1,0,1
6,64000,28.09,1248,88.5,5,695000,1,0,0,0,1,0,0,0,1
3,46000,28.4,1248,74.02,5,750000,0,1,0,0,1,0,0,0,1
15,82000,16.1,1298,88.2,5,205000,1,0,0,0,0,0,1,0,1
5,21715,17.8,1497,117.3,5,760000,1,0,0,0,0,0,1,0,1
3,12617,17.1,1496,105.5,5,900000,1,0,0,0,0,0,1,0,1
11,35000,20.36,1197,78.9,5,235000,1,0,0,0,0,0,1,0,1
14,71000,12.9,1799,130,5,225000,1,0,0,0,0,0,1,1,0
4,24000,18,1497,117.6,5,875000,1,0,0,0,0,0,1,1,0
8,39000,17,1197,80,5,395000,1,0,0,0,0,0,1,0,1
6,53000,17.4,1497,117.3,5,610000,1,0,0,0,0,0,1,0,1
2,21000,24.3,1248,88.5,5,1111000,1,0,0,0,1,0,0,1,0
11,11000,26.83,796,38.4,5,185000,1,0,0,1,0,0,0,0,1
7,76000,23.1,998,67.04,5,325000,0,1,0,0,0,0,1,0,1
4,45000,22,1582,126.2,5,1050000,0,1,0,0,1,0,0,0,1
2,16000,18.9,1197,81.86,5,575000,0,1,0,0,0,0,1,1,0
3,27000,18.6,1197,81.83,5,625000,1,0,0,0,0,0,1,0,1
9,96000,22.07,1199,73.9,5,300000,0,1,0,0,1,0,0,0,1
5,65000,22.54,1396,88.73,5,675000,1,0,0,0,1,0,0,0,1
10,45000,17,1497,118,5,365000,1,0,0,0,0,0,1,0,1
8,50000,20.51,998,67.04,5,292000,0,1,0,0,0,0,1,0,1
6,20000,23.95,998,67.05,5,300000,0,1,0,0,0,0,1,0,1
5,30000,25.32,1198,77,6,450000,0,1,0,0,1,0,0,0,1
13,40000,16.8,1497,116.4,5,375000,1,0,0,0,0,0,1,1,0
8,27000,18.5,1197,82.85,5,425000,1,0,0,0,0,0,1,0,1
3,16000,21.5,1497,108.5,5,835000,1,0,0,0,1,0,0,0,1
8,40000,17,1197,80,5,395000,1,0,0,0,0,0,1,0,1
1,5000,24.04,999,67,5,400000,0,1,0,0,0,0,1,1,0
5,29000,22.74,796,47.3,5,285000,1,0,0,0,0,0,1,0,1
4,30000,22,1197,81.8,5,520000,0,1,0,0,0,0,1,0,1
8,79000,23.4,1248,74,5,486000,1,0,0,0,1,0,0,0,1
13,40578,19.3,1248,73.9,5,280000,0,1,0,0,1,0,0,0,1
9,60000,22.9,1248,74,5,475000,1,0,0,0,1,0,0,0,1
5,110000,20.14,1498,88.7,5,550000,0,1,0,0,1,0,0,0,1
9,66657,22.32,1582,126.32,5,549000,1,0,0,0,1,0,0,0,1
10,35000,17,1197,80,5,375000,1,0,0,0,0,0,1,0,1
2,5000,21.21,1197,81.8,5,610000,0,1,0,0,0,0,1,0,1
6,70000,26,1498,98.6,5,650000,0,1,0,0,1,0,0,0,1
6,19570,18.7,1199,88.7,5,560000,1,0,0,0,0,0,1,0,1
6,37639,19.87,1461,83.8,5,625000,1,0,0,0,1,0,0,0,1
7,74000,26,1498,98.6,5,590000,1,0,0,0,1,0,0,0,1
7,40000,17.5,1373,80.46,7,600000,1,0,0,1,0,0,0,0,1
12,73000,20.36,1197,78.9,5,190000,1,0,0,0,0,0,1,0,1
3,26750,28.4,1248,74.02,5,911000,1,0,0,0,1,0,0,0,1
13,66403,17.92,1086,62.1,5,185000,1,0,0,0,0,0,1,0,1
3,33000,25.5,1498,98.6,5,890000,1,0,0,0,1,0,0,0,1
5,73172,22.15,1498,108.6,5,725000,1,0,0,0,1,0,0,1,0
5,50000,17.5,1373,80.46,7,700000,0,1,0,1,0,0,0,0,1
5,57246,25.47,1248,88.5,7,850000,1,0,0,0,1,0,0,0,1
4,10000,21.21,1197,81.8,5,550000,1,0,0,0,0,0,1,0,1
5,64224,33.54,998,67.04,5,375000,1,0,0,1,0,0,0,0,1
11,81000,18.5,1197,80,5,260000,1,0,0,0,0,0,1,0,1
3,62000,22.1,1396,88.7,5,925000,1,0,0,0,1,0,0,0,1
14,68128,17.3,1061,57.5,5,148000,1,0,0,0,0,1,0,0,1
5,71400,27.3,1498,98.6,5,630000,1,0,0,0,1,0,0,0,1
7,63000,15.37,1196,73,5,315000,1,0,0,0,0,0,1,0,1
9,120000,20.77,1248,88.76,7,450000,0,1,0,0,1,0,0,0,1
1,12000,18.76,1462,103.26,5,1225000,1,0,0,0,0,0,1,1,0
4,25000,21.19,1396,88.73,5,771000,1,0,0,0,1,0,0,0,1
11,60000,20,1399,68,5,250000,0,1,0,0,1,0,0,0,1
7,77000,22.32,1582,126.3,5,485000,1,0,0,0,1,0,0,0,1
5,22000,20.73,1373,91.1,5,715000,0,1,0,0,0,0,1,0,1
9,65000,18.9,998,67.1,5,265000,1,0,0,0,0,0,1,0,1
9,74000,20.5,1598,103.5,5,385000,1,0,0,0,1,0,0,0,1
6,79159,26.59,1248,74,5,675000,1,0,0,0,1,0,0,0,1
9,84000,18.9,998,67.1,5,215000,0,1,0,0,0,0,1,0,1
5,70000,18.6,1197,81.83,5,510000,0,1,0,0,0,0,1,0,1
2,20000,23.1,998,67.04,5,520000,0,1,0,0,0,0,1,1,0
4,18171,16.2,1199,74,5,598000,1,0,0,0,0,0,1,0,1
11,40000,17.92,1086,62.1,5,210000,1,0,0,0,0,0,1,0,1
11,40000,20.92,998,67.1,5,250000,0,1,0,0,0,0,1,0,1
9,79330,17,1197,80,5,375000,1,0,0,0,0,0,1,0,1
9,77000,20.54,1598,103.6,5,425000,1,0,0,0,1,0,0,0,1
1,12000,21,1498,74.96,7,800000,0,1,0,0,1,0,0,0,1
9,24750,20.36,1197,78.9,5,300000,0,1,0,0,0,0,1,0,1
6,35000,18.6,1197,81.83,5,550000,0,1,0,0,0,0,1,0,1
3,80000,28.4,1248,74.02,5,750000,0,1,0,0,1,0,0,0,1
3,24000,19.34,1462,103,7,875000,1,0,0,0,0,0,1,0,1
8,120000,15.04,1598,103.6,5,400000,0,1,0,0,0,0,1,0,1
13,90046,17.7,1497,78,5,185000,1,0,0,0,0,0,1,0,1
10,49000,15.6,1196,70,5,215000,1,0,0,0,0,0,1,0,1
3,12000,17.8,1198,86.7,5,645000,1,0,0,0,0,0,1,0,1
7,75000,19.87,1461,83.8,5,585000,1,0,0,0,1,0,0,0,1
5,62257,21,1498,74.96,7,680000,1,0,0,0,1,0,0,0,1
4,70000,24.3,1248,88.5,5,750000,0,1,0,0,1,0,0,0,1
9,70000,17.5,1298,85.8,5,370000,0,1,0,0,0,0,1,0,1
8,52000,22,1197,81.8,5,450000,1,0,0,0,0,0,1,0,1
4,10000,18.7,1199,88.7,5,650000,0,1,0,0,0,0,1,0,1
4,60000,28.4,1248,74.02,5,750000,1,0,0,0,1,0,0,1,0
4,19000,24.52,1248,88.5,7,895000,1,0,0,0,1,0,0,0,1
6,38700,26.59,1248,74,5,720000,0,1,0,0,1,0,0,0,1
7,55000,20.85,1197,83.14,5,500000,1,0,0,0,0,0,1,0,1
4,41632,25.5,1498,98.6,5,745000,1,0,0,0,1,0,0,0,1
5,17749,18.6,1197,81.83,5,549000,1,0,0,0,0,0,1,0,1
3,18000,21.4,1197,83.1,5,750000,1,0,0,0,0,0,1,0,1
6,25000,17.43,1396,105.5,5,500000,0,1,0,0,0,0,1,0,1
6,54985,16.2,1199,74,5,480000,1,0,0,0,0,0,1,0,1
3,31668,14.8,1497,121.36,5,935000,1,0,0,0,0,0,1,1,0
3,16500,22.7,799,53.64,5,290000,0,1,0,0,0,0,1,0,1
5,25000,17.01,1499,110.4,5,600000,0,1,0,0,0,0,1,1,0
7,84000,20.51,998,67.04,5,350000,1,0,0,0,0,0,1,0,1
3,19000,17.5,1199,88.7,5,825000,1,0,0,0,0,0,1,0,1
7,38000,18.9,1197,82,5,430000,0,1,0,0,0,0,1,0,1
8,48000,17.01,1591,121.4,5,490000,1,0,0,0,0,0,1,1,0
3,34000,27.39,1248,74,5,850000,1,0,0,0,1,0,0,0,1
3,9800,24.04,999,67,5,415000,1,0,0,0,0,0,1,1,0
3,30000,28.4,1248,74.02,5,868000,0,1,0,0,1,0,0,0,1
6,88500,18.9,1197,82,5,445000,1,0,0,0,0,0,1,0,1
